authors,original_publication_year,original_title,title,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url
James Lee Burke,2007,The Tin Roof Blowdown,"The Tin Roof Blowdown (Dave Robicheaux, #16)",4.17,10432,111,323,1786,4363,4694,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Nick Cave,2009,The Death of Bunny Munro,The Death of Bunny Munro,3.43,9096,533,1336,3622,3654,1713,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Jeff Brown, Scott Nash, Macky Pamintuan",1964,Flat Stanley,"Flat Stanley (Flat Stanley, #1)",3.82,11078,363,987,3247,3367,4175,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Julie Kagawa,2010,"Winter's Passage (Iron Fey, #1.5)","Winter's Passage (Iron Fey, #1.5)",3.96,20313,177,1154,5547,7100,7530,https://images.gr-assets.com/books/1271790569m/8070049.jpg
Donald Crews,1978,Freight Train (Caldecott Collection),Freight Train,4.04,13380,243,844,2931,3781,5923,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Kate Clifford Larson,2015,Rosemary: The Hidden Kennedy Daughter,Rosemary: The Hidden Kennedy Daughter,3.78,9819,260,670,3576,5371,2858,https://images.gr-assets.com/books/1439253720m/23719479.jpg
Jennifer Haigh,2011,Faith,Faith,3.83,10610,163,556,2972,5577,2598,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Lynsay Sands,2007,Bite Me If You Can,Bite Me If You Can (Argeneau #6),4.27,16680,83,408,2739,5965,8537,https://images.gr-assets.com/books/1351280801m/38529.jpg
Kristen Ashley,2011,,"The Golden Dynasty (Fantasyland, #2)",4.46,19783,364,488,1592,4680,12931,https://images.gr-assets.com/books/1327913192m/12458287.jpg
Mary Higgins Clark,1996,Moonlight Becomes You,Moonlight Becomes You,3.8,12657,80,701,4518,5226,3420,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Ann M. Martin,2002,A Corner of the Universe,A Corner of the Universe,4.06,11914,167,537,2563,4324,4893,https://images.gr-assets.com/books/1400681323m/65070.jpg
Alice Hoffman,2005,The Ice Queen,The Ice Queen,3.51,12922,398,1632,4885,4864,2362,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Enid Blyton,1946,The Folk of Faraway Tree,"The Folk of the Faraway Tree (The Faraway Tree, #3)",4.32,11693,158,293,1766,3478,6883,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Garth Risk Hallberg,2015,City on Fire,City on Fire,3.42,8553,624,1468,3045,3318,1869,https://images.gr-assets.com/books/1422969880m/24189224.jpg
Kathleen E. Woodiwiss,1972,The Flame and the Flower,The Flame and the Flower,4.09,12447,383,674,2424,4263,6160,https://images.gr-assets.com/books/1305316569m/896623.jpg
Raymond E. Feist,2004,Exile's Return,"Exile's Return (Conclave of Shadows, #3)",4,10840,58,430,2815,4625,3816,https://images.gr-assets.com/books/1409594776m/13809.jpg
Jessica Day George,2010,Princess of Glass,"Princess of Glass (The Princesses of Westfalin Trilogy, #2)",4.03,17052,145,694,3966,6525,6399,https://images.gr-assets.com/books/1397878579m/7199667.jpg
The Church of Jesus Christ of Latter-day Saints,2004,Preach My Gospel (A Guide to Missionary Service),Preach My Gospel: A Guide To Missionary Service,4.71,9891,105,83,463,1365,8178,https://images.gr-assets.com/books/1399612262m/2350129.jpg
Jasper Fforde,2010,The Last Dragonslayer,"The Last Dragonslayer (The Chronicles of Kazam, #1)",3.86,12033,213,722,3942,7092,3812,https://images.gr-assets.com/books/1346791460m/13316328.jpg
Edward Said,1978,Orientalism,Orientalism,4.07,10458,199,527,1925,4683,4457,https://images.gr-assets.com/books/1409777781m/355190.jpg
Gerald N. Lund,1991,"The Work and the Glory, Vol. 2: Like a Fire Burning","Like a Fire Burning (The Work and the Glory, #2)",4.27,9944,37,235,1582,4051,5112,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Eric Jerome Dickey,1997,Friends and Lovers,Friends and Lovers,4.21,8944,45,258,1645,2977,4182,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Georgia Byng,2002,Molly Moon's Incredible Book of Hypnotism,"Molly Moon's Incredible Book of Hypnotism (Molly Moon, #1)",3.87,16311,539,1179,4178,5613,5896,https://images.gr-assets.com/books/1330953305m/807968.jpg
Matthew Reilly,1996,Contest,Contest,3.95,10113,163,660,2653,3894,3875,https://images.gr-assets.com/books/1311984048m/144773.jpg
Nick Hornby,2003,31 Songs,Songbook,3.56,8999,363,1032,3811,3744,2135,https://images.gr-assets.com/books/1417984618m/4261.jpg
Tom Brokaw,1998,The Greatest Generation,The Greatest Generation,3.99,12346,183,643,2922,5208,4599,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Philip K. Dick,1956,The Minority Report,The Minority Report,3.82,12245,60,535,3945,6078,2790,https://images.gr-assets.com/books/1390719396m/581125.jpg
Lynn Flewelling,1996,Luck in the Shadows,"Luck in the Shadows (Nightrunner, #1)",4.08,13781,257,636,2589,5368,5856,https://images.gr-assets.com/books/1486846979m/74270.jpg
Jacqueline Davies,2007,The Lemonade War,"The Lemonade War (The Lemonade War, #1)",3.88,10293,236,665,2841,3998,3545,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Mary Pope Osborne, Salvatore Murdocca",1993,"The Knight at Dawn (Magic Tree House, #2)","The Knight at Dawn (Magic Tree House, #2)",3.86,13606,275,989,3968,3995,4857,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
H.M. Ward,2013,,"The Arrangement: The Ferro Family (The Arrangement, #1)",4.02,16348,413,792,3023,5933,6236,https://images.gr-assets.com/books/1356483152m/17181905.jpg
Ilana Tan,2008,Winter in Tokyo,Winter in Tokyo,4.06,8935,102,416,1879,2987,3597,https://images.gr-assets.com/books/1444921235m/4566934.jpg
John Searles,2013,,Help for the Haunted,3.6,10334,310,1091,3794,4524,2127,https://images.gr-assets.com/books/1379084909m/17348985.jpg
"Tsugumi Ohba, Takeshi Obata",2005,デスノート #6 (Desu Nōto) Kōkan (交換),"Death Note, Vol. 6: Give-and-Take (Death Note, #6)",4.39,14986,62,285,1840,4778,8699,https://images.gr-assets.com/books/1485574610m/13620.jpg
"Rick Riordan, Robert Venditti, José Villarrubia, Attila Futaki",2010,The Lightning Thief: The Graphic Novel,"The Lightning Thief: The Graphic Novel (Percy Jackson and the Olympians, #1)",3.95,12380,407,1087,3007,3500,5669,https://images.gr-assets.com/books/1347899366m/7736086.jpg
"Clint Hill, Lisa McCubbin",2012,,Mrs. Kennedy and Me: An Intimate Memoir,4.14,8722,91,375,1715,3798,4184,https://images.gr-assets.com/books/1333714646m/13230263.jpg
W.P. Kinsella,1982,Shoeless Joe,Shoeless Joe,3.96,9315,280,545,2316,4116,3796,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Charles Martin,2006,When Crickets Cry,When Crickets Cry,4.23,9668,139,377,1614,3873,5361,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Naomi Klein,2014,This Changes Everything: Capitalism vs. The Climate,This Changes Everything: Capitalism vs. The Climate,4.17,7652,245,352,1374,3586,4480,https://images.gr-assets.com/books/1418103804m/21913812.jpg
Richard Kadrey,2011,Aloha from Hell,"Aloha from Hell (Sandman Slim, #3)",4.01,10713,48,408,2825,5639,3850,https://images.gr-assets.com/books/1302271758m/10439703.jpg
Aurora Rose Reynolds,2014,,"Until Lilly (Until, #3)",4.3,20825,196,500,2927,8318,11494,https://images.gr-assets.com/books/1390784751m/18781540.jpg
Peter Jenkins,1979,A Walk Across America,A Walk Across America,4.02,9218,150,433,1974,3474,3527,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Olivia Cunning,2012,Try Me,"Try Me (One Night with Sole Regret, #1)",3.87,21524,391,1356,5670,8147,6735,https://images.gr-assets.com/books/1347142317m/13649056.jpg
Michael Patrick MacDonald,1999,All Souls: A Family Story from Southie,All Souls: A Family Story from Southie,4.07,8344,82,320,1815,3813,3372,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Terry Brooks,1987,Wizard at Large,"Wizard at Large (Magic Kingdom of Landover, #3)",3.81,12580,86,835,4260,4984,3522,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"William March, Elaine Showalter",1954,The Bad Seed,The Bad Seed,4.05,10765,140,441,2471,4077,4398,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Kim Karr,2013,Connected,"Connected (Connections, #1)",4.11,10379,480,891,3004,6803,8398,https://images.gr-assets.com/books/1362012971m/16279715.jpg
L.A. Weatherly,2011,Angel Fire,"Angel Fire (Angel, #2)",4.06,13765,310,813,2913,4553,6320,https://images.gr-assets.com/books/1329013097m/9553503.jpg
Ira Wagler,2011,Growing up Amish,Growing Up Amish,3.36,9085,445,1506,3887,2773,1676,https://images.gr-assets.com/books/1406514526m/10870589.jpg
Toni Aleo,2011,,"Taking Shots (Assassins, #1)",3.95,11676,924,1219,3488,6290,7640,https://images.gr-assets.com/books/1362421812m/17504320.jpg
J.  Daniels,2014,Sweet Addiction,"Sweet Addiction (Sweet Addiction, #1)",4.11,10294,346,794,2768,6401,7304,https://images.gr-assets.com/books/1407086989m/22857396.jpg
Steve Sheinkin,2012,Bomb: The Race to Build—and Steal—the World's Most Dangerous Weapon,Bomb: The Race to Build—and Steal—the World's Most Dangerous Weapon,4.12,11164,346,506,1678,3946,5099,https://images.gr-assets.com/books/1424981656m/13170021.jpg
Suketu Mehta,2004,Maximum City: Bombay Lost and Found,Maximum City: Bombay Lost and Found,3.91,7894,126,428,1931,3523,2409,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Bob Grant,1941,,Bambi,4.22,10332,157,543,2331,2613,6645,https://images.gr-assets.com/books/1320545771m/831470.jpg
Carolly Erickson,1980,The Last Wife of Henry VIII,The Last Wife of Henry VIII,3.88,10172,155,569,2798,4014,3148,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Edgar Allan Poe,1849,The Complete Tales and Poems of Edgar Allan Poe,The Complete Tales and Poems,4.48,3427,47,146,1030,3493,7153,https://images.gr-assets.com/books/1388017636m/132314.jpg
"Douglas Preston, Lincoln Child",2011,Gideon's Sword,"Gideon's Sword (Gideon Crew, #1)",3.58,11227,439,1281,4071,4598,2528,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Agatha Christie,1964,A Caribbean Mystery,"A Caribbean Mystery (Miss Marple, #10)",3.77,14459,119,899,5710,6728,3915,https://images.gr-assets.com/books/1309280346m/31300.jpg
Danielle Steel,1994,,Accident,3.93,10301,172,638,2865,3570,3878,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Brian Kilmeade, Don Yaeger",2013,,George Washington's Secret Six: The Spy Ring That Saved the American Revolution,3.77,8428,238,762,2950,4138,2693,https://images.gr-assets.com/books/1385349402m/17707603.jpg
Sharon Kay Penman,1994,When Christ and His Saints Slept,"When Christ and His Saints Slept  (Henry II & Eleanor of Aquitaine, #1)",4.27,10761,143,274,1528,4067,5612,https://images.gr-assets.com/books/1333577582m/43841.jpg
"Eugene Bradley Coco, Ron Dias",1992,Pinocchio (A Little Golden Book),Pinocchio,4.33,10615,130,358,1704,2158,6277,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Peter F. Hamilton,2012,Great North Road,Great North Road,4.06,8639,124,433,1948,4647,3810,https://images.gr-assets.com/books/1344371600m/13573419.jpg
Christine Zolendz,2012,,"Fall From Grace (Mad World, #1)",4.03,20488,514,1088,3565,7451,7929,https://images.gr-assets.com/books/1349538226m/15768536.jpg
"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",1896,,The Complete Short Novels,4.47,9424,59,155,911,2667,5946,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Stan Berenstain, Jan Berenstain",1978,,The Berenstain Bears Go to School,4.28,14043,168,412,2509,3251,7851,https://images.gr-assets.com/books/1344369033m/900070.jpg
H.A. Rey,1947,Curious George Takes a Job,Curious George Takes a Job,4.28,12254,143,387,2150,2939,6859,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Jeph Loeb, Tim Sale, Bjarne Hansen",2001,Superman for All Seasons,Superman for All Seasons,4.08,10331,153,492,2130,3600,4417,https://images.gr-assets.com/books/1343797123m/106859.jpg
"Federico García Lorca, Antonio Sobejano-Moran, Paola Bianco",1945,La casa de Bernarda Alba,La casa de Bernarda Alba,3.77,9611,248,942,3391,4274,3215,https://images.gr-assets.com/books/1328758570m/22995.jpg
Sherrilyn Kenyon,2011,Retribution,"Retribution (Dark-Hunter, #19)",4.12,15771,198,822,3375,5841,7786,https://images.gr-assets.com/books/1315222730m/9065265.jpg
Irvine Welsh,2001,Glue,Glue,3.84,9184,241,623,2605,3778,2906,https://images.gr-assets.com/books/1357448113m/23960.jpg
A.G. Howard,2014,Unhinged,"Unhinged (Splintered, #2)",4.25,14445,152,545,2418,5404,8227,https://images.gr-assets.com/books/1366994000m/17449197.jpg
Cecelia Ahern,2014,How to Fall in Love,How to Fall in Love,4.02,9486,191,598,2694,4856,4687,https://images.gr-assets.com/books/1373279911m/18161265.jpg
Judith McNaught,1994,Until You,"Until You (Westmoreland, #3)",4.12,14256,132,636,2941,5681,6560,https://images.gr-assets.com/books/1354435714m/129618.jpg
R.A. Salvatore,2000,,"Servant of the Shard (Forgotten Realms: Paths of Darkness, #3; The Sellswords, #1)",4.15,9647,47,333,2048,3744,4403,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Lettie B. Cowman, James Reimann",1904,Streams in the Desert,Streams in the Desert,4.39,5953,104,234,1143,2249,5605,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Jennifer Estep,2010,,"Venom (Elemental Assassin, #3)",4.16,17699,166,514,3150,7276,7770,https://images.gr-assets.com/books/1269891027m/7614747.jpg
"Cassandra Clare, Joshua Lewis",2013,The Shadowhunter's Codex,The Shadowhunter's Codex,4.06,15497,232,895,3887,6056,7450,https://images.gr-assets.com/books/1358696072m/13568619.jpg
Chris Heimerdinger,1989,"Tennis Shoes Among the Nephites (Tennis Shoes, #1)","Tennis Shoes Among the Nephites (Tennis Shoes, #1)",4.01,13112,411,574,2693,4514,5148,https://images.gr-assets.com/books/1442362440m/121809.jpg
Laurie Faria Stolarz,2003,Blue Is for Nightmares,"Blue is for Nightmares (Blue is for Nightmares, #1)",3.81,15848,589,1396,3975,4919,5394,https://images.gr-assets.com/books/1350054787m/477338.jpg
Stephen King,1983,Three Complete Novels: Carrie/Salem's Lot/The Shining,Carrie / 'Salem's Lot / The Shining,4.52,11063,82,134,970,2715,7281,https://images.gr-assets.com/books/1376725117m/5417.jpg
Kelley Armstrong,2008,Personal Demon,"Personal Demon (Women of the Otherworld, #8)",4.06,16371,109,616,3838,7043,6563,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Brandon Sanderson,2011,"The Way of Kings, Part 1","The Way of Kings, Part 1 (The Stormlight Archive #1.1)",4.67,9792,40,93,408,2078,7498,https://images.gr-assets.com/books/1357609842m/9329354.jpg
Richard Paul Evans,2009,The Christmas List,The Christmas List,4.17,10544,99,363,1903,3669,4729,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Jenna Jameson, Neil Strauss",2004,How to Make Love Like a Porn Star: A Cautionary Tale,How to Make Love Like a Porn Star: A Cautionary Tale,3.75,9531,222,913,2881,3398,2787,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Brad Meltzer,1997,The Tenth Justice,The Tenth Justice,3.97,10037,175,476,2326,4304,3487,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Anita Shreve,2013,,Stella Bain,3.41,10535,309,1407,4779,4118,1403,https://images.gr-assets.com/books/1380048229m/17333237.jpg
Derek Landy,2010,Dark Days,"Dark Days (Skulduggery Pleasant, #4)",4.45,12047,43,143,1284,4148,7645,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Stephen King,1996,"The Green Mile, Part 3: Coffey's Hands","The Green Mile, Part 3: Coffey's Hands",4.5,12232,30,146,1142,3464,7916,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Jacquelyn Frank,2006,Jacob,"Jacob (Nightwalkers, #1)",4.02,17448,490,983,3422,6187,7274,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Katie MacAlister,2004,,You Slay Me (Aisling Grey #1),4.01,17279,320,902,3678,6410,6705,https://images.gr-assets.com/books/1310496976m/50750.jpg
Rachel Joyce,2013,Perfect,Perfect,3.54,8152,352,1197,3535,3976,1912,https://images.gr-assets.com/books/1367838351m/17192373.jpg
Norman Bridwell,1966,Clifford's Halloween (Clifford),Clifford's Halloween,4.14,11164,189,539,2325,2587,5577,https://images.gr-assets.com/books/1328835774m/615233.jpg
"Philip Pullman, John Lawrence",2003,Lyra's Oxford,"Lyra's Oxford (His Dark Materials, #3.5)",3.52,12665,201,1473,5897,4756,2357,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Rachel Vincent,2011,"If I Die (Soul Screamers, #5)","If I Die (Soul Screamers, #5)",4.32,14153,216,420,1890,4240,8044,https://images.gr-assets.com/books/1304024127m/8803932.jpg
"James Patterson, Mark T. Sullivan",2013,Private Berlin,Private Berlin (Private #5),3.9,10043,168,578,3137,5035,3514,https://images.gr-assets.com/books/1340758912m/14781219.jpg
Lisa Gardner,1999,The Other Daughter,The Other Daughter,3.99,11649,99,521,2979,5402,4181,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Mary Hoffman, Caroline Binch",1991,Amazing Grace,Amazing Grace,4.33,10959,90,291,1541,3111,6031,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"David Eddings, Leigh Eddings",2000,The Redemption of Althalus,The Redemption of Althalus,3.82,11508,583,1181,2823,3858,4536,https://images.gr-assets.com/books/1403185455m/110692.jpg
Emma Donoghue,2000,Slammerkin,Slammerkin,3.69,11271,327,1063,3484,4836,2773,https://images.gr-assets.com/books/1315155075m/44543.jpg
Rachel Gibson,1998,Simply Irresistible,"Simply Irresistible (Chinooks Hockey Team, #1)",3.86,16945,429,981,4618,7173,5252,https://images.gr-assets.com/books/1170538816m/60220.jpg
Julie James,2012,About That Night,"About That Night (FBI/US Attorney, #3)",4.07,18193,105,605,3830,8177,6642,https://images.gr-assets.com/books/1342553249m/11235783.jpg
Bisco Hatori,2004,桜蘭高校ホスト部 3,"Ouran High School Host Club, Vol. 3 (Ouran High School Host Club, #3)",4.44,12788,92,209,1445,3337,7830,https://images.gr-assets.com/books/1393731667m/1087205.jpg
Nancy Tillman,2005,On the Night You Were Born,On the Night You Were Born,4.35,11125,146,433,1522,2793,7000,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Rachel Bertsche,2011,,MWF Seeking BFF: My Yearlong Search For A New Best Friend,3.44,11001,567,1543,3792,3641,2040,https://images.gr-assets.com/books/1353033305m/11104030.jpg
"Brandon Sanderson, Jon Foster",2014,Legion: Skin Deep,"Skin Deep (Legion, #2)",4.11,8317,31,232,1988,5179,3780,https://images.gr-assets.com/books/1404932663m/20886354.jpg
Jennifer L. Armentrout,2014,Wicked,"Wicked (A Wicked Saga, #1)",4.08,14009,315,733,2802,5603,6555,https://images.gr-assets.com/books/1410783827m/22895264.jpg
Meg Cabot,2010,Insatiable,"Insatiable (Insatiable, #1)",3.44,18463,992,2688,6597,6224,3650,https://images.gr-assets.com/books/1479654144m/6953500.jpg
J.  Daniels,2014,Where I Belong,"Where I Belong (Alabama Summer, #1)",4.05,13110,432,895,3527,6922,7552,https://images.gr-assets.com/books/1404019520m/22600903.jpg
Debbie Macomber,2007,Back on Blossom Street,"Back on Blossom Street (Blossom Street, #4)",4.14,11757,69,335,2476,4866,5207,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"François Lelord, Lorenza García",2002,Le Voyage d’Hector ou la recherche du bonheur,Hector and the Search for Happiness,3.47,8084,475,1400,3740,3579,2001,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Joshilyn Jackson,2006,"Between, Georgia","Between, Georgia",3.87,11098,130,597,3126,4902,3118,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Jennifer Crusie,2002,Faking It,"Faking It (Dempseys, #2)",3.9,15216,222,908,4193,5978,5085,https://images.gr-assets.com/books/1311973997m/33729.jpg
"Haruki Murakami, Alfred Birnbaum, Philip Gabriel",1997,アンダーグラウンド [Andāguraundo],Underground: The Tokyo Gas Attack and the Japanese Psyche,3.89,8405,77,522,2761,4425,2827,https://images.gr-assets.com/books/1443692668m/17801.jpg
Indu Sundaresan,2002,The Twentieth Wife,"The Twentieth Wife (Taj Mahal Trilogy, #1)",4.03,9873,123,472,2093,4360,3724,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Erica Stevens,2012,,"Captured (The Captive, #1)",4.06,12468,377,768,2736,5388,6378,https://images.gr-assets.com/books/1364810534m/15059301.jpg
Piers Anthony,1980,"Split Infinity (Apprentice Adept, #1)",Split Infinity  (Apprentice Adept #1),3.94,13299,169,739,3385,5242,4508,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Rob Bell,2007,Sex God: Exploring the Endless Connections Between Sexuality And Spirituality,Sex God: Exploring the Endless Connections between Sexuality and Spirituality,3.82,8999,322,643,2321,3374,2827,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Isabel Wolff,2009,A Vintage Affair,A Vintage Affair,3.8,11104,148,764,3963,5863,3139,https://images.gr-assets.com/books/1327878847m/5556595.jpg
Hanif Kureishi,1990,The Buddha of Suburbia,The Buddha of Suburbia,3.72,8683,247,812,3062,4438,2332,https://images.gr-assets.com/books/1344618639m/302998.jpg
Sarah Crossan,2012,Breathe,"Breathe (Breathe, #1)",3.69,13504,433,1323,4281,5109,3633,https://images.gr-assets.com/books/1330286837m/11544466.jpg
"Brian Coffey, Dean Koontz",1980,The Voice of the Night,The Voice of the Night,3.91,12897,188,793,3634,4464,4547,https://images.gr-assets.com/books/1308461608m/64949.jpg
Alex Rosenberg,2015,The Girl from Krakow,The Girl from Krakow,3.79,9585,393,772,2207,3451,2867,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Michael J. Sandel,2009,Justice: What's the Right Thing to Do?,Justice: What's the Right Thing to Do?,4.25,8060,83,266,1299,3843,4574,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Mitchell Zuckoff,2014,13 Hours: The Inside Account of What Really Happened In Benghazi,13 Hours: The Inside Account of What Really Happened In Benghazi,4.26,8692,175,313,1575,4461,5911,https://images.gr-assets.com/books/1411493281m/22608582.jpg
Richelle Mead,2010,Succubus Shadows,"Succubus Shadows (Georgina Kincaid, #5)",4.18,18822,134,634,3436,7530,8773,https://images.gr-assets.com/books/1315977677m/6916963.jpg
Leila Meacham,2010,Roses,Roses,4.02,10837,268,636,2244,4509,4622,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Jennifer Crusie,1999,Crazy For You,Crazy For You,3.78,14318,214,970,4718,5632,3953,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Maya Angelou,2008,Letter to My Daughter,Letter to My Daughter,4.08,9933,120,513,2199,4028,4445,https://images.gr-assets.com/books/1320448534m/4016515.jpg
Lionel Shriver,2007,The Post-Birthday World,The Post-Birthday World,3.52,10415,648,1334,3315,3986,2335,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Mordicai Gerstein,2003,The Man Who Walked Between the Towers,The Man Who Walked Between the Towers,4.14,12022,192,472,2302,4021,5570,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Cassandra Clare,2012,,"City of Bones / City of Ashes / City of Glass / City of Fallen Angels / City of Lost Souls (The Mortal Instruments, #1-5)",4.59,10426,114,147,826,2137,8259,https://images.gr-assets.com/books/1344663518m/14367051.jpg
"José Saramago, Margaret Jull Costa",2002,O Homem Duplicado,The Double,3.84,6430,174,627,2492,4134,2672,https://images.gr-assets.com/books/1328876706m/54120.jpg
Richelle Mead,2008,Thorn Queen,"Thorn Queen (Dark Swan, #2)",4.12,17026,176,669,3379,7118,7517,https://images.gr-assets.com/books/1304053865m/5996209.jpg
Jacqueline Sheehan,2007,Lost & Found,"Lost & Found (Rocky Pelligrino, #1)",3.71,9474,194,846,3261,4049,2427,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Beatrix Potter,1905,The Tale of Mrs. Tiggy-Winkle,The Tale of Mrs. Tiggy-Winkle,4.19,12873,151,470,2483,3702,6441,https://images.gr-assets.com/books/1311281900m/543505.jpg
Piers Anthony,1988,For Love of Evil,"For Love of Evil (Incarnations of Immortality, #6)",4.1,12399,133,590,2379,4337,5226,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Sarah Jio,2012,Blackberry Winter,Blackberry Winter,3.96,10907,187,710,2615,5166,4026,https://images.gr-assets.com/books/1382760152m/13543138.jpg
Raymond Chandler,,Trouble Is My Business,Trouble Is My Business,4.05,9020,286,308,1629,3666,3577,https://images.gr-assets.com/books/1388189902m/11318.jpg
Madeleine L'Engle,1989,"An Acceptable Time (Time Quintet, #5)","An Acceptable Time (A Wrinkle in Time Quintet, #5)",3.86,13596,208,906,4110,5507,4443,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Steve Berry,2005,The Third Secret,The Third Secret,3.84,10809,185,687,3291,4725,3291,https://images.gr-assets.com/books/1320437464m/127249.jpg
Jenny Nimmo,2008,"Charlie Bone and the Shadow (The Children of the Red King, # 7)","Charlie Bone and the Shadow (The Children of the Red King, #7)",4.02,13322,206,618,3148,4478,5219,https://images.gr-assets.com/books/1328843031m/2854962.jpg
Lynsay Sands,2004,Love Bites,Love Bites (Argeneau #2),4.12,17118,167,683,3809,6659,7951,https://images.gr-assets.com/books/1354343261m/38548.jpg
